ChkRef,Debit,Credit,Balance,Date,Description
,110.14,,,2020-02-29,FIRST ASCENT CLI POS CHICAGO IL US 010742 ****
,,150.00,,2020-02-28,INTERNET TFR FRM CHK XXXX
,15.00,,,2020-02-28,VENMO* POS Visa Direct NY US 641299 ****
,5.50,,,2020-02-27,FIRST ASCENT CLI POS CHICAGO IL US 005721 ****
,20.53,,,2020-02-26,JIMMY JOHNS - 56 POS 773-625-2551 IL US 043472 ****
,100.00,,,2020-02-24,INTERNET TFR TO CHK XXXX
,19.00,,,2020-02-24,UBER EATS POS HELP.UBER.COM CA US 076937 ****
,7.00,,,2020-02-24,VENMO* POS Visa Direct NY US 491040 ****
,,140.00,,2020-02-22,INTERNET TFR FRM CHK XXXX
,24.00,,,2020-02-22,FIRST ASCENT CLI POS CHICAGO IL US 024525 ****
,14.73,,,2020-02-22,SHAKE SHACK 1135 POS CHICAGO IL US 095303 ****
,35.00,,,2020-02-20,VENMO* POS Visa Direct NY US 444286 ****
,,99.00,,2020-02-17,SKILLSHARE POS 202-996-8412 NY US 022982 ****
,,20.00,,2020-02-17,WPY*Ferret Surge POS 866-819-1294 CA US 019063 ****
,1.68,,,2020-02-17,DUNKIN #350753 POS CHICAGO IL US 063355 ****
,14.01,,,2020-02-17,INSOMNIA COOKIES POS CHICAGO IL US 012882 ****
,11.00,,,2020-02-17,FIRST ASCENT CLI POS CHICAGO IL US 067894 ****
,5.50,,,2020-02-17,FIRST ASCENT CLI POS CHICAGO IL US 096450 ****
,99.00,,,2020-02-15,SKILLSHARE POS HTTPSWWW.SKIL NY US 025963 ****
,12.14,,,2020-02-15,JIMMY JOHNS - 56 POS 773-625-2551 IL US 059919 ****
,1.35,,,2020-02-13,NAYAX VENDING 15 POS HUNT VALLEY MD US 029014 ****
,1.00,,,2020-02-12,2689PEPSIVEN9147 POS ELK GROVE VIL IL US 030180 ****
,,125.00,,2020-02-11,INTERNET TFR FRM CHK XXXX
,15.00,,,2020-02-10,ZEL*JULIAN VALTI POS Visa Direct AZ US 318556 ****
,,15.00,,2020-02-04,ZEL*BRIAN L LENSEGRAV POS Visa Direct AZ US 339279 ****
,1.35,,,2020-02-04,NAYAX VENDING 15 POS HUNT VALLEY MD US 034469 ****
,9.49,,,2020-02-03,Wow Bao POS Chicago IL US 033058 ****
,9.49,,,2020-02-03,Wow Bao POS Chicago IL US 048083 ****
,11.04,,,2020-02-01,STANS DONUTS MIL POS CHICAGO IL US 086099 ****
,,19.75,,2020-01-31,Dougherty Mike POS New York City NY US 786540 ****
,1.53,,,2020-01-31,WALGREENS STORE POS CHICAGO IL US 815360 ****
,10.00,,,2020-01-30,VENMO* POS Visa Direct NY US 290994 ****
,,25.00,,2020-01-30,INTERNET TFR FRM CHK XXXX
,1.35,,,2020-01-22,NAYAX VENDING 15 POS HUNT VALLEY MD US 031568 ****
,,10.00,,2020-01-16,INTERNET TFR FRM CHK XXXX
,10.00,,,2020-01-16,VENMO* POS Visa Direct NY US 607080 ****
,12.23,,,2020-01-11,JIMMY JOHNS - 56 POS 773-625-2551 IL US 023580 ****
,,20.00,,2020-01-10,INTERNET TFR FRM CHK XXXX
,20.00,,,2020-01-10,JMC FOOD MART POS CHICAGO IL US 000613 ****
,,15.00,,2020-01-09,INTERNET TFR FRM CHK XXXX
,4.62,,,2020-01-09,MCDONALD'S F83 POS HARWOOD HEIGH IL US 064349 ****
,15.00,,,2020-01-06,JIMMY JOHNS - 56 POS 773-625-2551 IL US 016649 ****
,1.35,,,2020-01-03,NAYAX VENDING 15 POS HUNT VALLEY MD US 011580 ****
,8.60,,,2020-01-03,RAISING CANE'S # POS HARWOOD HEIGH IL US 052712 ****
,,25.00,,2020-01-02,INTERNET TFR FRM CHK XXXX
,35.00,,,2020-01-02,BROOKLYN BOULDER POS CHICAGO IL US 037654 ****
,6.15,,,2020-01-02,BROOKLYN BOULDER POS CHICAGO IL US 003390 ****
,,30.00,,2019-12-31,INTERNET TFR FRM CHK XXXX
,,14.75,,2019-12-30,Dougherty Mike POS New York City NY US 657665 ****
,5.57,,,2019-12-30,TST* FIRECAKES - POS CHICAGO IL US 081819 ****
,,15.00,,2019-12-28,INTERNET TFR FRM CHK XXXX
,55.00,,,2019-12-28,ZEL*JULIAN VALTI POS Visa Direct AZ US 783617 ****
,,40.00,,2019-12-23,INTERNET TFR FRM CHK XXXX
,2.10,,,2019-12-23,VENDING LEANGREE POS CHICAGO IL US 062425 ****
,6.99,,,2019-12-11,"Name.com, Inc POS 720-2492374 CO US 052483 ****"
,,15.00,,2019-12-09,INTERNET TFR FRM CHK XXXX
,9.00,,,2019-12-09,VENMO* POS Visa Direct NY US 624565 ****
,15.00,,,2019-12-09,BROOKLYN BOULDER POS CHICAGO IL US 012830 ****
,6.78,,,2019-12-09,BROOKLYN BOULDER POS CHICAGO IL US 084522 ****
,12.76,,,2019-12-07,JIMMY JOHNS - 56 POS 773-625-2551 IL US 050745 ****
,5.73,,,2019-12-07,STARBUCKS STORE POS HARWOOD HEIGH IL US 073065 ****
,8.60,,,2019-12-07,RAISING CANE'S # POS HARWOOD HEIGH IL US 030043 ****
,,20.00,,2019-12-06,INTERNET TFR FRM CHK XXXX
,,20.00,,2019-12-06,INTERNET TFR FRM CHK XXXX
,8.14,,,2019-12-06,PORTILLOS HOT DO POS HARWOOD HTS. IL US 000696 ****
,7.25,,,2019-12-06,PORTILLOS HOT DO POS HARWOOD HTS. IL US 000755 ****
,,28.00,,2019-12-04,INTERNET TFR FRM CHK XXXX
,,31.00,,2019-11-29,INTERNET TFR FRM CHK XXXX
,,5.00,,2019-11-29,INTERNET TFR FRM CHK XXXX
,35.24,,,2019-11-29,TARGET T-1888 POS Norridge IL US 161301 ****
,1.35,,,2019-11-27,NAYAX VENDING 15 POS HUNT VALLEY MD US 027656 ****
,,5.00,,2019-11-26,INTERNET TFR FRM CHK XXXX
,,10.00,,2019-11-25,INTERNET TFR FRM CHK XXXX
,16.99,,,2019-11-25,PAYPAL *EBAY COR POS 402-935-7733 CA US 072141 ****
,1.35,,,2019-11-25,NAYAX VENDING 15 POS HUNT VALLEY MD US 039221 ****
,16.00,,,2019-11-25,VENMO* POS Visa Direct NY US 369978 ****
,,25.00,,2019-11-23,INTERNET TFR FRM CHK XXXX
,20.00,,,2019-11-22,WPY*Ferret Surge POS 866-819-1294 CA US 083870 ****
,,10.00,,2019-11-21,INTERNET TFR FRM CHK XXXX
,4.91,,,2019-11-21,SUBWAY 00 POS CHICAGO IL US 065144 ****
,5.00,,,2019-11-14,VENMO* POS Visa Direct NY US 654951 ****
,5.00,,,2019-11-14,VENMO* POS Visa Direct NY US 119164 ****
,10.00,,,2019-11-14,ZEL*JULIAN VALTI POS Visa Direct AZ US 797946 ****
,9.00,,,2019-11-11,ZEL*JULIAN VALTI POS Visa Direct AZ US 796487 ****
,23.69,,,2019-11-11,SKY HIGH SPORTS POS NILES IL US 069514 ****
,,35.00,,2019-11-09,INTERNET TFR FRM CHK XXXX
,,40.00,,2019-11-08,INTERNET TFR FRM CHK XXXX
,,10.00,,2019-11-08,INTERNET TFR FRM CHK XXXX
,20.00,,,2019-11-08,6424 HOWARD STREET ATM NILES IL US 000805 ****
,2.25,,,2019-11-08,TERMINAL SURCHARGE
,13.95,,,2019-11-04,AMAZON.COM*MX310 POS SEATTLE WA US 457659 ****
,10.50,,,2019-11-04,2UC CONCESSION18 POS CHICAGO IL US 020661 ****
,14.44,,,2019-11-04,AMAZON.COM*OX4XM POS SEATTLE WA US 001295 ****
,5.99,,,2019-11-04,UBER TRIP POS HELP.UBER.COM CA US 010343 ****
,100.00,,,2019-11-01,INTERNET TFR TO CHK XXXX
,25.00,,,2019-11-01,VENMO* POS Visa Direct NY US 390433 ****
,,150.00,,2019-10-31,"Goldman Sachs Ba P2P WEB Dougherty,Kathl"
,3.04,,,2019-10-30,STARBUCKS STORE POS CHICAGO IL US 027063 ****
,2.28,,,2019-10-29,RAISING CANE'S # POS HARWOOD HEIGH IL US 066019 ****
,7.49,,,2019-10-29,RAISING CANE'S # POS HARWOOD HEIGH IL US 066017 ****
,10.58,,,2019-10-28,STANS DONUTS POS CHICAGO IL US 030265 ****
,,40.00,,2019-10-26,INTERNET TFR FRM CHK XXXX
,,50.00,,2019-10-24,INTERNET TFR FRM CHK XXXX
,2.70,,,2019-10-24,TST* SMOQUE BBQ POS CHICAGO IL US 055022 ****
,10.97,,,2019-10-24,TST* SMOQUE BBQ POS CHICAGO IL US 055014 ****
,19.90,,,2019-10-24,TST* SMOQUE BBQ POS CHICAGO IL US 055030 ****
,45.00,,,2019-10-24,ZEL*JULIAN VALTI POS Visa Direct AZ US 110076 ****
,40.00,,,2019-10-22,INTERNET TFR TO CHK XXXX
,6.80,,,2019-10-22,INSOMNIA COOKIES POS CHICAGO IL US 009071 ****
,2.04,,,2019-10-22,INSOMNIA COOKIES POS CHICAGO IL US 009089 ****
,13.20,,,2019-10-22,SMALL CHEVAL POS CHICAGO IL US 090215 ****
,16.58,,,2019-10-18,SQ *HONEY BUTTER POS CHICAGO IL US 031391 ****
,2.20,,,2019-10-18,SQ *HONEY BUTTER POS CHICAGO IL US 056222 ****
,9.50,,,2019-10-18,TST* IGNITE GAMI POS CHICAGO IL US 053946 ****
,22.32,,,2019-10-18,TST* JENI S SPLE POS CHICAGO IL US 053953 ****
,6.65,,,2019-10-18,TST* JENI S SPLE POS CHICAGO IL US 053961 ****
,22.19,,,2019-10-16,DOORDASH*WENDYS POS WWW.DOORDASH. CA US 091264 ****
,16.00,,,2019-10-16,ARCLIGHT CHICAGO POS CHICAGO IL US 048622 ****
,9.58,,,2019-10-14,POPEYES 13057 POS CHICAGO IL US 001729 ****
,,149.69,,2019-10-12,DEPOSIT FOSTER OFFICE
,,25.00,,2019-10-12,INTERNET TFR FRM CHK XXXX
,14.15,,,2019-10-11,NANDO S PERI PER POS CHICAGO IL US 065272 ****
,1.75,,,2019-10-11,LIM*RIDE COST POS XXXX CA US 045174 ****
,5.30,,,2019-10-11,ARCLIGHT CHICAGO POS CHICAGO IL US 009371 ****
,,30.00,,2019-10-10,INTERNET TFR FRM CHK XXXX
,100.00,,,2019-10-10,GOLDMAN SACHS BA COLLECTION WEB
,100.00,,,2019-10-08,INTERNET TFR TO CHK XXXX
,30.00,,,2019-10-07,VENMO* POS Visa Direct NY US 510922 ****
,4.57,,,2019-10-05,DD/BR #304935 Q3 POS CHICAGO IL US 052900 ****
,1.35,,,2019-10-04,NAYAX VENDING 15 POS HUNT VALLEY MD US 033860 ****
,1.35,,,2019-10-04,NAYAX VENDING 15 POS HUNT VALLEY MD US 030937 ****
,8.80,,,2019-10-04,TARGET T-0928 POS Niles IL US 163594 ****
,149.69,,,2019-09-26,DEPOSITED ITEM RETURNED
,10.00,,,2019-09-26,DEPOSIT ITEM RETURNED FEE
,21.99,,,2019-09-24,RS*NAME.COM POS 720-2492374 WA US 016795 ****
,,149.69,,2019-09-21,DEPOSIT FOSTER OFFICE
,,300.00,,2019-09-21,INTERNET TFR FRM CHK XXXX
,2.92,,,2019-09-21,DUNKIN #342335 Q POS CHICAGO IL US 096439 ****
,9.61,,,2019-09-21,SUBWAY 00 POS CHICAGO IL US 012028 ****
,7.18,,,2019-09-21,SUBWAY 00 POS CHICAGO IL US 099899 ****
,1.52,,,2019-09-21,JEWEL OSCO 1296 POS CHICAGO IL US 291814 ****
,,25.00,,2019-09-20,INTERNET TFR FRM CHK XXXX
,1.35,,,2019-09-20,NAYAX VENDING 15 POS HUNT VALLEY MD US 024456 ****
,1.35,,,2019-09-20,NAYAX VENDING 15 POS HUNT VALLEY MD US 024457 ****
,100.00,,,2019-09-20,GOLDMAN SACHS BA COLLECTION WEB
,30.00,,,2019-09-19,VENMO* POS Visa Direct NY US 337288 ****
,,105.25,,2019-09-18,INTERNET TFR FRM SAV XXXX
,,0.05,,2019-09-17,GOLDMAN SACHS BA PAYMENT PPD
,,0.20,,2019-09-17,GOLDMAN SACHS BA PAYMENT PPD
,46.64,,,2019-09-16,TST* SMOQUE BBQ POS CHICAGO IL US 034577 ****
,100.00,,,2019-09-16,INTERNET TFR TO CHK XXXX
,,40.59,,2019-09-16,Dougherty Mike POS New York City NY US 670692 ****
